task_id,logged_date,target_completion_date,department,defect_type,mast_number,severity,priority,section_id,station_code,location,latitude,longitude,estimated_duration_hours,deferred_count,status,corridor_id,source_type,source
TDMS_TASK_001018,2024-06-15,2024-07-01,TRACTION,Insulator Damage,RB-OHE-001018,HIGH,P2_URGENT,SEC_030,MYP,Mundiyampakkam - Viluppuram Junction Block,11.979821,79.508004,1.9,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001019,2024-02-23,2024-02-24,TRACTION,Substation Feed Issue,RB-OHE-001019,CRITICAL,P1_EMERGENCY,SEC_009,CMP,Chromepet - Tambaram Sanatorium Block,12.945884,80.136835,3.6,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001020,2024-10-05,2024-10-06,TRACTION,Neutral Section Fault,RB-OHE-001020,CRITICAL,P1_EMERGENCY,SEC_043,SLTH,Sillakkudi - Kallagam Block,11.05402,79.018012,3.0,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001021,2024-11-15,2024-12-02,TRACTION,Insulator Damage,RB-OHE-001021,HIGH,P2_URGENT,SEC_041,OTK,Ottakovil - Ariyalur Block,11.177474,79.082405,2.2,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001022,2024-07-11,2024-07-15,TRACTION,Neutral Section Fault,RB-OHE-001022,CRITICAL,P1_EMERGENCY,SEC_060,KFC,Kalpattichatram - Ayyalur Block,10.508738,78.212284,2.9,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001023,2024-05-23,2024-05-26,TRACTION,Insulator Damage,RB-OHE-001023,CRITICAL,P1_EMERGENCY,SEC_029,VVN,Vikravandi - Mundiyampakkam Block,12.03629,79.536997,2.3,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001024,2024-12-07,2024-12-09,TRACTION,Substation Feed Issue,RB-OHE-001024,CRITICAL,P1_EMERGENCY,SEC_043,SLTH,Sillakkudi - Kallagam Block,11.049281,79.015879,3.4,2,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001025,2024-12-12,2024-12-16,TRACTION,Insulator Damage,RB-OHE-001025,CRITICAL,P1_EMERGENCY,SEC_060,KFC,Kalpattichatram - Ayyalur Block,10.517409,78.232833,2.2,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001026,2024-12-06,2024-12-14,TRACTION,Insulator Damage,RB-OHE-001026,HIGH,P2_URGENT,SEC_009,CMP,Chromepet - Tambaram Sanatorium Block,12.941551,80.133858,1.9,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001027,2024-10-13,2024-10-15,TRACTION,Neutral Section Fault,RB-OHE-001027,CRITICAL,P1_EMERGENCY,SEC_060,KFC,Kalpattichatram - Ayyalur Block,10.500814,78.193509,3.0,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001028,2024-03-23,2024-03-29,TRACTION,Neutral Section Fault,RB-OHE-001028,CRITICAL,P1_EMERGENCY,SEC_057,MPA,Manapparai - Chettiyapatti Block,10.592318,78.394178,2.8,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001029,2024-02-28,2024-03-06,TRACTION,Insulator Damage,RB-OHE-001029,HIGH,P2_URGENT,SEC_043,SLTH,Sillakkudi - Kallagam Block,11.07898,79.029244,2.4,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001030,2024-06-10,2024-06-16,TRACTION,Catenary Wear,RB-OHE-001030,CRITICAL,P1_EMERGENCY,SEC_050,SRGM,Srirangam - Tiruchchirappalli Town Block,10.834661,78.701705,4.0,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001031,2024-07-26,2024-08-11,TRACTION,Insulator Damage,RB-OHE-001031,HIGH,P2_URGENT,SEC_066,APK,Aruppukkottai - Tattapparai Block,9.439247,78.093118,1.8,1,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001032,2024-03-13,2024-03-18,TRACTION,Catenary Wear,RB-OHE-001032,CRITICAL,P1_EMERGENCY,SEC_041,OTK,Ottakovil - Ariyalur Block,11.156965,79.072521,3.9,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001033,2024-02-23,2024-03-11,TRACTION,Insulator Damage,RB-OHE-001033,MEDIUM,P3_NORMAL,SEC_024,KSGL,Karasangal - Olakur Block,12.328355,79.744132,2.2,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001034,2024-05-01,2024-05-07,TRACTION,Substation Feed Issue,RB-OHE-001034,CRITICAL,P1_EMERGENCY,SEC_026,TMV,Tindivanam - Mailam Block,12.212665,79.639706,3.3,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001035,2024-05-08,2024-05-12,TRACTION,Substation Feed Issue,RB-OHE-001035,CRITICAL,P1_EMERGENCY,SEC_039,MTUR,Mathur - Sendurai Block,11.274796,79.179465,3.5,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001036,2024-03-22,2024-03-23,TRACTION,Neutral Section Fault,RB-OHE-001036,CRITICAL,P1_EMERGENCY,SEC_048,LLI,Lalgudi - Valadi Block,10.872703,78.760979,3.2,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001037,2024-06-17,2024-06-22,TRACTION,Substation Feed Issue,RB-OHE-001037,CRITICAL,P1_EMERGENCY,SEC_031,VM,Viluppuram Junction - Kandambakkam Block,11.931076,79.488452,3.3,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001038,2024-07-06,2024-07-12,TRACTION,Neutral Section Fault,RB-OHE-001038,CRITICAL,P1_EMERGENCY,SEC_011,TBM,Tambaram - Perungalattur Block,12.913614,80.104364,2.9,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001039,2024-02-05,2024-02-09,TRACTION,Neutral Section Fault,RB-OHE-001039,CRITICAL,P1_EMERGENCY,SEC_005,PZA,Palavanthangal - Meenambakkam Block,12.98567,80.177195,2.9,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001040,2024-01-01,2024-01-31,TRACTION,Catenary Wear,RB-OHE-001040,MEDIUM,P3_NORMAL,SEC_016,CTM,Kattangulathur - Singaperumal Koil Block,12.787577,80.01598,3.8,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001041,2024-01-14,2024-01-20,TRACTION,Catenary Wear,RB-OHE-001041,CRITICAL,P1_EMERGENCY,SEC_053,TPE,Tiruchchirappalli Palakarai - Tiruchchirappalli Junction Block,10.798867,78.6883,3.6,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001042,2024-10-16,2024-10-25,TRACTION,Insulator Damage,RB-OHE-001042,HIGH,P2_URGENT,SEC_064,MDU,Madurai Junction - Tiruparankundram Block,9.914275,78.104344,2.2,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001043,2024-10-22,2024-10-30,TRACTION,Substation Feed Issue,RB-OHE-001043,HIGH,P2_URGENT,SEC_052,TP,Tiruchchirapalli Fort - Tiruchchirappalli Palakarai Block,10.821141,78.690353,3.6,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001044,2024-02-28,2024-03-25,TRACTION,Neutral Section Fault,RB-OHE-001044,MEDIUM,P3_NORMAL,SEC_057,MPA,Manapparai - Chettiyapatti Block,10.574531,78.365838,3.2,4,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001045,2024-12-10,2024-12-24,TRACTION,Insulator Damage,RB-OHE-001045,HIGH,P2_URGENT,SEC_066,APK,Aruppukkottai - Tattapparai Block,9.132921,78.058091,2.0,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001046,2024-04-10,2024-04-15,TRACTION,Substation Feed Issue,RB-OHE-001046,CRITICAL,P1_EMERGENCY,SEC_004,STM,St. Thomas Mount - Palavanthangal Block,12.992684,80.193606,3.6,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001047,2024-11-23,2024-11-26,TRACTION,Substation Feed Issue,RB-OHE-001047,CRITICAL,P1_EMERGENCY,SEC_031,VM,Viluppuram Junction - Kandambakkam Block,11.937189,79.494609,3.6,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001048,2024-03-05,2024-03-22,TRACTION,Catenary Wear,RB-OHE-001048,HIGH,P2_URGENT,SEC_022,MLMR,Melmaruvattur - Tozhuppedu Block,12.412469,79.819814,4.0,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001049,2024-10-26,2024-11-01,TRACTION,Substation Feed Issue,RB-OHE-001049,CRITICAL,P1_EMERGENCY,SEC_044,KLGM,Kallagam - Kallakkudi Palanganatham Block,10.980997,78.963383,2.8,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001050,2024-05-09,2024-05-17,TRACTION,Catenary Wear,RB-OHE-001050,HIGH,P2_URGENT,SEC_024,KSGL,Karasangal - Olakur Block,12.320782,79.736631,4.0,1,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001051,2024-10-13,2024-10-18,TRACTION,Substation Feed Issue,RB-OHE-001051,CRITICAL,P1_EMERGENCY,SEC_043,SLTH,Sillakkudi - Kallagam Block,11.046856,79.014788,3.5,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001052,2024-01-29,2024-02-15,TRACTION,Catenary Wear,RB-OHE-001052,HIGH,P2_URGENT,SEC_051,TPTN,Tiruchchirappalli Town - Tiruchchirapalli Fort Block,10.826138,78.690768,3.7,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001053,2024-07-28,2024-08-07,TRACTION,Substation Feed Issue,RB-OHE-001053,HIGH,P2_URGENT,SEC_050,SRGM,Srirangam - Tiruchchirappalli Town Block,10.835437,78.701512,3.2,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001054,2024-11-10,2024-11-12,TRACTION,Neutral Section Fault,RB-OHE-001054,CRITICAL,P1_EMERGENCY,SEC_046,PMB,Pullampadi - Kattur Block,10.930788,78.904547,3.1,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001055,2024-02-16,2024-02-25,TRACTION,Catenary Wear,RB-OHE-001055,HIGH,P2_URGENT,SEC_002,MBM,Mambalam - Guindy Block,13.018195,80.217521,4.0,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001056,2024-05-31,2024-06-05,TRACTION,Neutral Section Fault,RB-OHE-001056,CRITICAL,P1_EMERGENCY,SEC_042,ALU,Ariyalur - Sillakkudi Block,11.113643,79.047414,3.1,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001057,2024-11-22,2024-12-04,TRACTION,Catenary Wear,RB-OHE-001057,HIGH,P2_URGENT,SEC_012,PRGL,Perungalattur - Vandalur Block,12.892505,80.085638,4.2,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001058,2024-12-04,2024-12-10,TRACTION,Catenary Wear,RB-OHE-001058,CRITICAL,P1_EMERGENCY,SEC_050,SRGM,Srirangam - Tiruchchirappalli Town Block,10.843245,78.699566,4.3,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001059,2024-07-02,2024-07-19,TRACTION,Insulator Damage,RB-OHE-001059,MEDIUM,P3_NORMAL,SEC_011,TBM,Tambaram - Perungalattur Block,12.916417,80.107483,1.8,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001060,2024-01-18,2024-01-24,TRACTION,Neutral Section Fault,RB-OHE-001060,CRITICAL,P1_EMERGENCY,SEC_029,VVN,Vikravandi - Mundiyampakkam Block,12.010677,79.521159,2.9,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001061,2024-12-11,2024-12-14,TRACTION,Neutral Section Fault,RB-OHE-001061,CRITICAL,P1_EMERGENCY,SEC_066,APK,Aruppukkottai - Tattapparai Block,8.980908,78.040709,3.1,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001062,2024-03-04,2024-03-08,TRACTION,Catenary Wear,RB-OHE-001062,CRITICAL,P1_EMERGENCY,SEC_065,TDN,Tiruparankundram - Aruppukkottai Block,9.675494,78.086823,4.3,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001063,2024-05-30,2024-05-31,TRACTION,Neutral Section Fault,RB-OHE-001063,CRITICAL,P1_EMERGENCY,SEC_035,VRI,Vriddhachalam Junction - Talanallur Block,11.490829,79.284996,3.3,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001064,2024-11-01,2024-11-03,TRACTION,Neutral Section Fault,RB-OHE-001064,CRITICAL,P1_EMERGENCY,SEC_047,KTTR,Kattur - Lalgudi Block,10.878627,78.821559,2.9,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001065,2024-02-10,2024-02-13,TRACTION,Substation Feed Issue,RB-OHE-001065,CRITICAL,P1_EMERGENCY,SEC_048,LLI,Lalgudi - Valadi Block,10.873235,78.771605,3.5,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001066,2024-06-18,2024-06-22,TRACTION,Catenary Wear,RB-OHE-001066,CRITICAL,P1_EMERGENCY,SEC_028,PEI,Perani - Vikravandi Block,12.092761,79.550561,4.1,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001067,2024-08-15,2024-08-28,TRACTION,Insulator Damage,RB-OHE-001067,HIGH,P2_URGENT,SEC_024,KSGL,Karasangal - Olakur Block,12.310013,79.725965,1.9,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001068,2024-01-22,2024-02-03,TRACTION,Catenary Wear,RB-OHE-001068,HIGH,P2_URGENT,SEC_024,KSGL,Karasangal - Olakur Block,12.318969,79.734835,4.3,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001069,2024-06-26,2024-06-29,TRACTION,Substation Feed Issue,RB-OHE-001069,CRITICAL,P1_EMERGENCY,SEC_052,TP,Tiruchchirapalli Fort - Tiruchchirappalli Palakarai Block,10.813394,78.692568,3.7,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001070,2024-01-18,2024-01-24,TRACTION,Catenary Wear,RB-OHE-001070,HIGH,P2_URGENT,SEC_010,TBMS,Tambaram Sanatorium - Tambaram Block,12.927011,80.119315,3.9,2,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001071,2024-08-24,2024-09-23,TRACTION,Insulator Damage,RB-OHE-001071,MEDIUM,P3_NORMAL,SEC_044,KLGM,Kallagam - Kallakkudi Palanganatham Block,10.980322,78.962747,2.1,2,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001072,2024-11-23,2024-11-25,TRACTION,Substation Feed Issue,RB-OHE-001072,CRITICAL,P1_EMERGENCY,SEC_042,ALU,Ariyalur - Sillakkudi Block,11.109743,79.045067,3.8,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001073,2024-03-15,2024-03-21,TRACTION,Insulator Damage,RB-OHE-001073,CRITICAL,P1_EMERGENCY,SEC_031,VM,Viluppuram Junction - Kandambakkam Block,11.915795,79.473063,2.2,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001074,2024-04-05,2024-04-17,TRACTION,Insulator Damage,RB-OHE-001074,HIGH,P2_URGENT,SEC_044,KLGM,Kallagam - Kallakkudi Palanganatham Block,10.972364,78.955245,2.0,4,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001075,2024-02-17,2024-03-14,TRACTION,Insulator Damage,RB-OHE-001075,MEDIUM,P3_NORMAL,SEC_066,APK,Aruppukkottai - Tattapparai Block,9.287873,78.075809,1.9,3,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001076,2024-05-30,2024-06-03,TRACTION,Substation Feed Issue,RB-OHE-001076,CRITICAL,P1_EMERGENCY,SEC_030,MYP,Mundiyampakkam - Viluppuram Junction Block,11.976303,79.507187,3.3,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001077,2024-01-02,2024-01-14,TRACTION,Insulator Damage,RB-OHE-001077,HIGH,P2_URGENT,SEC_054,TPJ,Tiruchchirappalli Junction - Punggudi Block,10.750191,78.622971,2.3,4,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001078,2024-11-24,2024-11-30,TRACTION,Catenary Wear,RB-OHE-001078,CRITICAL,P1_EMERGENCY,SEC_016,CTM,Kattangulathur - Singaperumal Koil Block,12.767298,80.003965,3.5,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001079,2024-02-04,2024-02-08,TRACTION,Substation Feed Issue,RB-OHE-001079,CRITICAL,P1_EMERGENCY,SEC_027,MTL,Mailam - Perani Block,12.146174,79.589893,3.1,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001080,2024-09-01,2024-09-06,TRACTION,Insulator Damage,RB-OHE-001080,CRITICAL,P1_EMERGENCY,SEC_011,TBM,Tambaram - Perungalattur Block,12.923342,80.115192,2.2,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001081,2024-04-27,2024-05-02,TRACTION,Neutral Section Fault,RB-OHE-001081,CRITICAL,P1_EMERGENCY,SEC_068,MVN,Milavittan - Tuticorin Block,8.808204,78.128988,2.9,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001082,2024-10-08,2024-10-23,TRACTION,Insulator Damage,RB-OHE-001082,HIGH,P2_URGENT,SEC_003,GDY,Guindy - St. Thomas Mount Block,13.002159,80.20641,1.7,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001083,2024-01-19,2024-01-24,TRACTION,Substation Feed Issue,RB-OHE-001083,CRITICAL,P1_EMERGENCY,SEC_032,KDMD,Kandambakkam - Tiruvennainallur Road Block,11.860925,79.427666,3.6,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001084,2024-06-21,2024-06-22,TRACTION,Neutral Section Fault,RB-OHE-001084,CRITICAL,P1_EMERGENCY,SEC_010,TBMS,Tambaram Sanatorium - Tambaram Block,12.933218,80.12642,3.0,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001085,2024-02-03,2024-02-18,TRACTION,Neutral Section Fault,RB-OHE-001085,MEDIUM,P3_NORMAL,SEC_041,OTK,Ottakovil - Ariyalur Block,11.16351,79.075676,2.9,3,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001086,2024-09-11,2024-09-13,TRACTION,Catenary Wear,RB-OHE-001086,CRITICAL,P1_EMERGENCY,SEC_024,KSGL,Karasangal - Olakur Block,12.318996,79.734862,3.9,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001087,2024-03-11,2024-03-17,TRACTION,Insulator Damage,RB-OHE-001087,CRITICAL,P1_EMERGENCY,SEC_009,CMP,Chromepet - Tambaram Sanatorium Block,12.937941,80.131377,2.0,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001088,2024-08-01,2024-08-06,TRACTION,Substation Feed Issue,RB-OHE-001088,CRITICAL,P1_EMERGENCY,SEC_018,CGL,Chengalpattu Junction - Ottivakkam Block,12.683574,79.979781,3.8,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001089,2024-05-28,2024-05-29,TRACTION,Neutral Section Fault,RB-OHE-001089,CRITICAL,P1_EMERGENCY,SEC_037,PNDM,Pennadam - Ichchangadu Block,11.372895,79.219507,2.9,2,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001090,2024-03-03,2024-03-19,TRACTION,Insulator Damage,RB-OHE-001090,HIGH,P2_URGENT,SEC_032,KDMD,Kandambakkam - Tiruvennainallur Road Block,11.85015,79.419655,1.9,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001091,2024-03-11,2024-03-17,TRACTION,Catenary Wear,RB-OHE-001091,CRITICAL,P1_EMERGENCY,SEC_023,TZD,Tozhuppedu - Karasangal Block,12.344571,79.760317,4.2,4,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001092,2024-07-28,2024-08-19,TRACTION,Insulator Damage,RB-OHE-001092,MEDIUM,P3_NORMAL,SEC_026,TMV,Tindivanam - Mailam Block,12.178851,79.615468,1.6,2,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001093,2024-03-19,2024-03-28,TRACTION,Neutral Section Fault,RB-OHE-001093,HIGH,P2_URGENT,SEC_066,APK,Aruppukkottai - Tattapparai Block,9.255471,78.072104,3.0,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001094,2024-12-04,2024-12-08,TRACTION,Substation Feed Issue,RB-OHE-001094,CRITICAL,P1_EMERGENCY,SEC_019,OV,Ottivakkam - Karunguzhi Block,12.574848,79.941584,3.5,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001095,2024-10-06,2024-10-12,TRACTION,Catenary Wear,RB-OHE-001095,HIGH,P2_URGENT,SEC_066,APK,Aruppukkottai - Tattapparai Block,9.222722,78.068359,4.3,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001096,2024-05-06,2024-05-08,TRACTION,Substation Feed Issue,RB-OHE-001096,CRITICAL,P1_EMERGENCY,SEC_047,KTTR,Kattur - Lalgudi Block,10.879982,78.824193,3.8,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_001097,2024-05-23,2024-06-04,TRACTION,Substation Feed Issue,RB-OHE-001097,HIGH,P2_URGENT,SEC_001,MS,Chennai Egmore - Mambalam Block,13.055658,80.242618,3.6,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
