task_id,logged_date,target_completion_date,department,defect_type,severity,priority,section_id,start_km,end_km,station_code,location,latitude,longitude,estimated_duration_hours,deferred_count,status,corridor_id,source_type,source
TMS_TASK_007881,2024-05-31,2024-06-04,ENGINEERING,Weld Failure,CRITICAL,P1_EMERGENCY,SEC_057,85.124,85.249,MPA,Manapparai - Chettiyapatti Block,10.584087,78.381064,2.5,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007882,2024-09-05,2024-09-14,ENGINEERING,Weld Failure,HIGH,P2_URGENT,SEC_067,24.625,25.05,TIP,Tattapparai - Milavittan Block,8.817926,78.062576,2.4,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007883,2024-10-13,2024-10-31,ENGINEERING,Deep Screening Overdue,HIGH,P2_URGENT,SEC_030,185.208,186.387,MYP,Mundiyampakkam - Viluppuram Junction Block,11.971044,79.505965,4.2,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007884,2024-11-23,2024-11-25,ENGINEERING,Rail Fracture Risk,CRITICAL,P1_EMERGENCY,SEC_013,45.945,45.978,VDR,Vandalur - Urappakkam Block,12.883807,80.080807,4.0,3,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007885,2024-03-03,2024-03-14,ENGINEERING,Weld Failure,HIGH,P2_URGENT,SEC_019,165.236,165.694,OV,Ottivakkam - Karunguzhi Block,12.579505,79.944859,2.6,4,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007886,2024-09-14,2024-09-18,ENGINEERING,Weld Failure,CRITICAL,P1_EMERGENCY,SEC_007,45.951,45.983,TLM,Tirusulam - Pallavaram Block,12.979641,80.164919,2.7,1,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007887,2024-02-17,2024-03-08,ENGINEERING,Track Parameter Deviation,HIGH,P2_URGENT,SEC_009,74.365,74.398,CMP,Chromepet - Tambaram Sanatorium Block,12.950416,80.139949,2.1,2,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007888,2024-02-12,2024-02-14,ENGINEERING,Track Parameter Deviation,CRITICAL,P1_EMERGENCY,SEC_054,136.597,136.837,TPJ,Tiruchchirappalli Junction - Punggudi Block,10.785039,78.672245,1.9,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007889,2024-06-14,2024-07-12,ENGINEERING,Weld Failure,MEDIUM,P3_NORMAL,SEC_061,164.924,165.382,AYR,Ayyalur - Vadamadurai Block,10.455992,78.124567,2.9,3,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007890,2024-05-06,2024-05-19,ENGINEERING,Weld Failure,HIGH,P2_URGENT,SEC_002,42.276,43.603,MBM,Mambalam - Guindy Block,13.030807,80.224029,2.5,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007891,2024-04-05,2024-04-24,ENGINEERING,Ballast Issue,HIGH,P2_URGENT,SEC_050,56.853,58.019,SRGM,Srirangam - Tiruchchirappalli Town Block,10.845462,78.699013,3.5,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007892,2024-01-28,2024-02-13,ENGINEERING,Ballast Issue,HIGH,P2_URGENT,SEC_031,175.976,176.611,VM,Viluppuram Junction - Kandambakkam Block,11.91528,79.472543,3.3,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007893,2024-10-23,2024-11-04,ENGINEERING,Ballast Issue,HIGH,P2_URGENT,SEC_033,74.36,74.393,TVNL,Tiruvennainallur Road - Pavunur Block,11.649572,79.335425,3.4,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007894,2024-12-31,2025-01-10,ENGINEERING,Deep Screening Overdue,HIGH,P2_URGENT,SEC_011,46.111,46.329,TBM,Tambaram - Perungalattur Block,12.914599,80.10546,4.7,3,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007895,2024-09-25,2024-10-19,ENGINEERING,Track Parameter Deviation,MEDIUM,P3_NORMAL,SEC_033,155.865,156.626,TVNL,Tiruvennainallur Road - Pavunur Block,11.790934,79.392669,2.1,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007896,2024-03-09,2024-03-16,ENGINEERING,Weld Failure,CRITICAL,P1_EMERGENCY,SEC_007,26.462,26.641,TLM,Tirusulam - Pallavaram Block,12.968778,80.153334,2.3,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007897,2024-06-21,2024-07-12,ENGINEERING,Rail Fracture Risk,HIGH,P2_URGENT,SEC_031,169.598,169.933,VM,Viluppuram Junction - Kandambakkam Block,11.936016,79.493428,3.8,2,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007898,2024-11-11,2024-11-25,ENGINEERING,Track Parameter Deviation,HIGH,P2_URGENT,SEC_048,166.551,166.632,LLI,Lalgudi - Valadi Block,10.87433,78.793521,2.1,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007899,2024-02-24,2024-03-14,ENGINEERING,Track Parameter Deviation,HIGH,P2_URGENT,SEC_047,165.8,165.841,KTTR,Kattur - Lalgudi Block,10.877918,78.820182,1.9,2,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007900,2024-02-04,2024-02-15,ENGINEERING,Deep Screening Overdue,HIGH,P2_URGENT,SEC_053,72.23,73.063,TPE,Tiruchchirappalli Palakarai - Tiruchchirappalli Junction Block,10.7998,78.68891,4.8,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007901,2024-08-26,2024-09-02,ENGINEERING,Rail Fracture Risk,CRITICAL,P1_EMERGENCY,SEC_019,29.915,30.222,OV,Ottivakkam - Karunguzhi Block,12.564151,79.934059,4.6,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007902,2024-01-15,2024-02-18,ENGINEERING,Ballast Issue,MEDIUM,P3_NORMAL,SEC_006,89.187,89.877,MN,Meenambakkam - Tirusulam Block,12.983336,80.172103,3.5,3,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007903,2024-09-10,2024-09-15,ENGINEERING,Rail Fracture Risk,CRITICAL,P1_EMERGENCY,SEC_049,76.854,77.289,VLDE,Valadi - Srirangam Block,10.870763,78.750522,4.1,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007904,2024-10-31,2024-11-14,ENGINEERING,Weld Failure,HIGH,P2_URGENT,SEC_050,192.825,193.14,SRGM,Srirangam - Tiruchchirappalli Town Block,10.846935,78.698646,2.6,3,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007905,2024-08-10,2024-08-11,ENGINEERING,Weld Failure,CRITICAL,P1_EMERGENCY,SEC_012,139.323,139.609,PRGL,Perungalattur - Vandalur Block,12.899625,80.090897,2.4,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007906,2024-06-10,2024-06-22,ENGINEERING,Ballast Issue,HIGH,P2_URGENT,SEC_023,192.87,193.185,TZD,Tozhuppedu - Karasangal Block,12.35891,79.774701,3.3,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007907,2024-11-12,2024-12-03,ENGINEERING,Deep Screening Overdue,HIGH,P2_URGENT,SEC_054,155.83,156.591,TPJ,Tiruchchirappalli Junction - Punggudi Block,10.782806,78.669087,4.1,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007908,2024-07-13,2024-07-20,ENGINEERING,Rail Fracture Risk,CRITICAL,P1_EMERGENCY,SEC_059,154.349,154.788,VPJ,Vaiyampatti - Kalpattichatram Block,10.534622,78.282578,4.2,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007909,2024-06-14,2024-06-30,ENGINEERING,Ballast Issue,HIGH,P2_URGENT,SEC_036,27.189,28.685,TLNR,Talanallur - Pennadam Block,11.425134,79.23908,3.4,2,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007910,2024-08-28,2024-09-01,ENGINEERING,Deep Screening Overdue,CRITICAL,P1_EMERGENCY,SEC_003,23.674,24.568,GDY,Guindy - St. Thomas Mount Block,12.996098,80.20064,4.3,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007911,2024-04-30,2024-06-01,ENGINEERING,Rail Fracture Risk,MEDIUM,P3_NORMAL,SEC_058,15.157,15.724,CII,Chettiyapatti - Vaiyampatti Block,10.552616,78.325716,3.9,1,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007912,2024-02-29,2024-03-21,ENGINEERING,Deep Screening Overdue,HIGH,P2_URGENT,SEC_055,136.348,136.613,PUG,Punggudi - Kolatur Block,10.712082,78.564994,4.4,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007913,2024-05-18,2024-05-19,ENGINEERING,Rail Fracture Risk,CRITICAL,P1_EMERGENCY,SEC_057,45.942,45.975,MPA,Manapparai - Chettiyapatti Block,10.596018,78.400073,3.8,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007914,2024-06-07,2024-06-28,ENGINEERING,Track Parameter Deviation,MEDIUM,P3_NORMAL,SEC_017,195.164,195.634,SKL,Singaperumal Koil - Chengalpattu Junction Block,12.75205,79.997857,1.8,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007915,2024-08-02,2024-08-07,ENGINEERING,Rail Fracture Risk,CRITICAL,P1_EMERGENCY,SEC_039,35.009,35.395,MTUR,Mathur - Sendurai Block,11.298767,79.194102,4.0,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007916,2024-02-20,2024-03-08,ENGINEERING,Rail Fracture Risk,HIGH,P2_URGENT,SEC_068,192.653,192.968,MVN,Milavittan - Tuticorin Block,8.809323,78.115569,3.8,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007917,2024-01-20,2024-02-16,ENGINEERING,Track Parameter Deviation,MEDIUM,P3_NORMAL,SEC_055,149.245,150.564,PUG,Punggudi - Kolatur Block,10.715863,78.57078,1.8,1,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007918,2024-03-31,2024-04-05,ENGINEERING,Deep Screening Overdue,CRITICAL,P1_EMERGENCY,SEC_045,30.213,30.412,KKPM,Kallakkudi Palanganatham - Pullampadi Block,10.942483,78.920519,4.4,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007919,2024-10-30,2024-11-30,ENGINEERING,Track Parameter Deviation,MEDIUM,P3_NORMAL,SEC_001,15.499,15.663,MS,Chennai Egmore - Mambalam Block,13.046861,80.235196,1.6,3,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007920,2024-09-27,2024-10-01,ENGINEERING,Weld Failure,CRITICAL,P1_EMERGENCY,SEC_021,88.209,88.658,MMK,Madurantakam - Melmaruvattur Block,12.482702,79.875813,2.2,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007921,2024-01-15,2024-01-26,ENGINEERING,Track Parameter Deviation,HIGH,P2_URGENT,SEC_021,76.237,76.396,MMK,Madurantakam - Melmaruvattur Block,12.444781,79.845669,1.8,3,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007922,2024-08-05,2024-08-09,ENGINEERING,Rail Fracture Risk,CRITICAL,P1_EMERGENCY,SEC_052,74.362,74.396,TP,Tiruchchirapalli Fort - Tiruchchirappalli Palakarai Block,10.818181,78.691199,4.3,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007923,2024-01-16,2024-02-02,ENGINEERING,Rail Fracture Risk,HIGH,P2_URGENT,SEC_043,117.571,118.319,SLTH,Sillakkudi - Kallagam Block,11.081847,79.030535,4.2,1,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007924,2024-02-21,2024-02-25,ENGINEERING,Rail Fracture Risk,CRITICAL,P1_EMERGENCY,SEC_052,35.242,36.705,TP,Tiruchchirapalli Fort - Tiruchchirappalli Palakarai Block,10.817385,78.691427,4.0,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007925,2024-12-05,2024-12-11,ENGINEERING,Rail Fracture Risk,CRITICAL,P1_EMERGENCY,SEC_067,36.713,37.192,TIP,Tattapparai - Milavittan Block,8.818785,78.059133,4.2,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007926,2024-06-18,2024-07-09,ENGINEERING,Deep Screening Overdue,HIGH,P2_URGENT,SEC_044,151.883,152.585,KLGM,Kallagam - Kallakkudi Palanganatham Block,10.981918,78.964251,4.7,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007927,2024-06-15,2024-07-06,ENGINEERING,Deep Screening Overdue,HIGH,P2_URGENT,SEC_032,197.331,197.585,KDMD,Kandambakkam - Tiruvennainallur Road Block,11.877513,79.439999,4.2,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007928,2024-02-14,2024-02-16,ENGINEERING,Rail Fracture Risk,CRITICAL,P1_EMERGENCY,SEC_010,70.009,70.296,TBMS,Tambaram Sanatorium - Tambaram Block,12.934925,80.128375,3.7,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007929,2024-06-20,2024-06-27,ENGINEERING,Track Parameter Deviation,CRITICAL,P1_EMERGENCY,SEC_064,187.383,187.668,MDU,Madurai Junction - Tiruparankundram Block,9.914091,78.10414,1.9,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007930,2024-07-04,2024-07-27,ENGINEERING,Track Parameter Deviation,MEDIUM,P3_NORMAL,SEC_068,76.858,77.714,MVN,Milavittan - Tuticorin Block,8.810793,78.097935,2.0,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007931,2024-08-31,2024-09-10,ENGINEERING,Rail Fracture Risk,HIGH,P2_URGENT,SEC_028,76.433,76.551,PEI,Perani - Vikravandi Block,12.050963,79.543607,3.7,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007932,2024-05-29,2024-07-12,ENGINEERING,Ballast Issue,MEDIUM,P3_NORMAL,SEC_053,26.447,26.626,TPE,Tiruchchirappalli Palakarai - Tiruchchirappalli Junction Block,10.795535,78.686122,3.6,3,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007933,2024-02-07,2024-02-20,ENGINEERING,Ballast Issue,HIGH,P2_URGENT,SEC_051,88.804,89.199,TPTN,Tiruchchirappalli Town - Tiruchchirapalli Fort Block,10.825977,78.690144,3.6,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007934,2024-01-19,2024-01-21,ENGINEERING,Deep Screening Overdue,CRITICAL,P1_EMERGENCY,SEC_053,106.039,107.26,TPE,Tiruchchirappalli Palakarai - Tiruchchirappalli Junction Block,10.80346,78.691302,4.7,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007935,2024-06-14,2024-07-12,ENGINEERING,Ballast Issue,MEDIUM,P3_NORMAL,SEC_004,149.79,150.001,STM,St. Thomas Mount - Palavanthangal Block,12.993847,80.196828,3.4,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007936,2024-07-28,2024-08-05,ENGINEERING,Track Parameter Deviation,HIGH,P2_URGENT,SEC_017,38.57,39.082,SKL,Singaperumal Koil - Chengalpattu Junction Block,12.698064,79.981877,1.8,2,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007937,2024-08-04,2024-08-29,ENGINEERING,Ballast Issue,MEDIUM,P3_NORMAL,SEC_067,45.928,45.961,TIP,Tattapparai - Milavittan Block,8.81262,78.083818,3.9,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007938,2024-01-26,2024-01-28,ENGINEERING,Track Parameter Deviation,CRITICAL,P1_EMERGENCY,SEC_047,90.532,91.263,KTTR,Kattur - Lalgudi Block,10.893609,78.85069,1.9,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007939,2024-01-18,2024-01-30,ENGINEERING,Rail Fracture Risk,HIGH,P2_URGENT,SEC_056,21.965,22.527,KLS,Kolatur - Manapparai Block,10.632733,78.453316,3.9,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007940,2024-02-28,2024-03-05,ENGINEERING,Rail Fracture Risk,CRITICAL,P1_EMERGENCY,SEC_023,39.051,39.206,TZD,Tozhuppedu - Karasangal Block,12.358345,79.774134,3.9,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007941,2024-08-17,2024-09-05,ENGINEERING,Ballast Issue,HIGH,P2_URGENT,SEC_018,139.268,139.555,CGL,Chengalpattu Junction - Ottivakkam Block,12.632037,79.975954,3.7,3,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007942,2024-06-27,2024-07-10,ENGINEERING,Track Parameter Deviation,HIGH,P2_URGENT,SEC_001,192.669,192.985,MS,Chennai Egmore - Mambalam Block,13.072578,80.256894,2.2,1,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007943,2024-03-23,2024-03-29,ENGINEERING,Deep Screening Overdue,CRITICAL,P1_EMERGENCY,SEC_035,135.049,135.833,VRI,Vriddhachalam Junction - Talanallur Block,11.479277,79.276428,4.4,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007944,2024-01-02,2024-01-04,ENGINEERING,Rail Fracture Risk,CRITICAL,P1_EMERGENCY,SEC_064,38.799,39.311,MDU,Madurai Junction - Tiruparankundram Block,9.917432,78.10786,4.2,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007945,2024-02-02,2024-02-22,ENGINEERING,Track Parameter Deviation,MEDIUM,P3_NORMAL,SEC_058,195.456,196.319,CII,Chettiyapatti - Vaiyampatti Block,10.557389,78.334568,2.5,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007946,2024-12-04,2024-12-06,ENGINEERING,Rail Fracture Risk,CRITICAL,P1_EMERGENCY,SEC_059,114.313,115.136,VPJ,Vaiyampatti - Kalpattichatram Block,10.535047,78.28384,3.9,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007947,2024-01-11,2024-01-13,ENGINEERING,Weld Failure,CRITICAL,P1_EMERGENCY,SEC_001,154.731,154.996,MS,Chennai Egmore - Mambalam Block,13.060503,80.246706,2.1,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007948,2024-04-08,2024-04-12,ENGINEERING,Rail Fracture Risk,CRITICAL,P1_EMERGENCY,SEC_003,45.954,45.987,GDY,Guindy - St. Thomas Mount Block,13.002546,80.206777,4.0,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007949,2024-06-06,2024-06-09,ENGINEERING,Weld Failure,CRITICAL,P1_EMERGENCY,SEC_067,133.748,134.694,TIP,Tattapparai - Milavittan Block,8.817474,78.064382,2.6,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007950,2024-03-14,2024-04-23,ENGINEERING,Deep Screening Overdue,MEDIUM,P3_NORMAL,SEC_037,25.261,26.081,PNDM,Pennadam - Ichchangadu Block,11.396467,79.22085,4.6,3,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007951,2024-01-17,2024-02-04,ENGINEERING,Rail Fracture Risk,HIGH,P2_URGENT,SEC_029,139.31,139.597,VVN,Vikravandi - Mundiyampakkam Block,12.011668,79.521773,3.8,3,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007952,2024-12-08,2024-12-13,ENGINEERING,Rail Fracture Risk,CRITICAL,P1_EMERGENCY,SEC_033,45.944,45.977,TVNL,Tiruvennainallur Road - Pavunur Block,11.824449,79.406242,3.9,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007953,2024-08-01,2024-09-08,ENGINEERING,Deep Screening Overdue,MEDIUM,P3_NORMAL,SEC_061,181.371,182.057,AYR,Ayyalur - Vadamadurai Block,10.475639,78.147033,4.6,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007954,2024-03-04,2024-03-11,ENGINEERING,Rail Fracture Risk,CRITICAL,P1_EMERGENCY,SEC_004,15.813,16.549,STM,St. Thomas Mount - Palavanthangal Block,12.992305,80.192557,3.8,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007955,2024-04-22,2024-05-15,ENGINEERING,Track Parameter Deviation,MEDIUM,P3_NORMAL,SEC_014,146.891,147.809,UPM,Urappakkam - Guduvancheri Block,12.864537,80.070185,2.1,3,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007956,2024-02-21,2024-03-01,ENGINEERING,Ballast Issue,HIGH,P2_URGENT,SEC_033,32.444,32.811,TVNL,Tiruvennainallur Road - Pavunur Block,11.614888,79.32138,3.3,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_007957,2024-02-11,2024-03-03,ENGINEERING,Deep Screening Overdue,MEDIUM,P3_NORMAL,SEC_022,151.329,151.608,MLMR,Melmaruvattur - Tozhuppedu Block,12.3835,79.796483,4.6,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
