task_id,logged_date,target_completion_date,department,defect_type,signal_id,severity,priority,section_id,station_code,location,latitude,longitude,estimated_duration_hours,deferred_count,status,corridor_id,source_type,source
SMMS_TASK_003431,2024-08-25,2024-08-30,SIGNAL,Track Circuit Failure,RB-SIG-003431,CRITICAL,P1_EMERGENCY,SEC_023,TZD,Tozhuppedu - Karasangal Block,12.355302,79.771081,1.9,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003432,2024-01-22,2024-01-27,SIGNAL,Track Circuit Failure,RB-SIG-003432,HIGH,P2_URGENT,SEC_052,TP,Tiruchchirapalli Fort - Tiruchchirappalli Palakarai Block,10.82187,78.690145,1.9,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003433,2024-05-15,2024-05-29,SIGNAL,Axle Counter Error,RB-SIG-003433,HIGH,P2_URGENT,SEC_008,PV,Pallavaram - Chromepet Block,12.95476,80.142986,1.6,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003434,2024-02-09,2024-02-26,SIGNAL,Point Machine Issue,RB-SIG-003434,MEDIUM,P3_NORMAL,SEC_034,PVN,Pavunur - Vriddhachalam Junction Block,11.537439,79.316474,2.2,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003435,2024-05-31,2024-06-03,SIGNAL,Interlocking Fault,RB-SIG-003435,CRITICAL,P1_EMERGENCY,SEC_056,KLS,Kolatur - Manapparai Block,10.658318,78.488786,4.3,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003436,2024-09-16,2024-09-25,SIGNAL,Cable Fault,RB-SIG-003436,HIGH,P2_URGENT,SEC_064,MDU,Madurai Junction - Tiruparankundram Block,9.910577,78.100226,2.9,4,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003437,2024-02-11,2024-02-22,SIGNAL,Point Machine Issue,RB-SIG-003437,MEDIUM,P3_NORMAL,SEC_001,MS,Chennai Egmore - Mambalam Block,13.06548,80.250905,2.7,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003438,2024-10-30,2024-11-04,SIGNAL,Cable Fault,RB-SIG-003438,CRITICAL,P1_EMERGENCY,SEC_068,MVN,Milavittan - Tuticorin Block,8.809127,78.117917,3.4,3,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003439,2024-10-29,2024-11-20,SIGNAL,Point Machine Issue,RB-SIG-003439,MEDIUM,P3_NORMAL,SEC_040,SNDI,Sendurai - Ottakovil Block,11.248407,79.155826,2.2,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003440,2024-04-08,2024-04-11,SIGNAL,Interlocking Fault,RB-SIG-003440,CRITICAL,P1_EMERGENCY,SEC_029,VVN,Vikravandi - Mundiyampakkam Block,12.025275,79.530186,3.9,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003441,2024-03-11,2024-03-25,SIGNAL,Track Circuit Failure,RB-SIG-003441,HIGH,P2_URGENT,SEC_005,PZA,Palavanthangal - Meenambakkam Block,12.986617,80.179244,1.8,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003442,2024-09-27,2024-10-06,SIGNAL,Axle Counter Error,RB-SIG-003442,HIGH,P2_URGENT,SEC_036,TLNR,Talanallur - Pennadam Block,11.432798,79.244281,1.9,4,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003443,2024-10-07,2024-10-16,SIGNAL,Axle Counter Error,RB-SIG-003443,HIGH,P2_URGENT,SEC_025,OLA,Olakur - Tindivanam Block,12.247664,79.668479,2.0,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003444,2024-08-22,2024-09-02,SIGNAL,Track Circuit Failure,RB-SIG-003444,MEDIUM,P3_NORMAL,SEC_030,MYP,Mundiyampakkam - Viluppuram Junction Block,11.987395,79.509763,1.7,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003445,2024-02-23,2024-02-28,SIGNAL,Track Circuit Failure,RB-SIG-003445,CRITICAL,P1_EMERGENCY,SEC_039,MTUR,Mathur - Sendurai Block,11.267608,79.175077,1.7,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003446,2024-07-05,2024-07-16,SIGNAL,Point Machine Issue,RB-SIG-003446,HIGH,P2_URGENT,SEC_024,KSGL,Karasangal - Olakur Block,12.324329,79.740144,2.6,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003447,2024-04-03,2024-04-04,SIGNAL,Track Circuit Failure,RB-SIG-003447,CRITICAL,P1_EMERGENCY,SEC_004,STM,St. Thomas Mount - Palavanthangal Block,12.993246,80.195163,2.0,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003448,2024-04-15,2024-04-23,SIGNAL,Point Machine Issue,RB-SIG-003448,HIGH,P2_URGENT,SEC_003,GDY,Guindy - St. Thomas Mount Block,13.000557,80.204884,2.6,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003449,2024-07-30,2024-08-03,SIGNAL,Interlocking Fault,RB-SIG-003449,CRITICAL,P1_EMERGENCY,SEC_031,VM,Viluppuram Junction - Kandambakkam Block,11.911414,79.468651,4.1,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003450,2024-12-26,2025-01-07,SIGNAL,Axle Counter Error,RB-SIG-003450,HIGH,P2_URGENT,SEC_017,SKL,Singaperumal Koil - Chengalpattu Junction Block,12.748971,79.996946,1.8,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003451,2024-03-13,2024-03-24,SIGNAL,Cable Fault,RB-SIG-003451,HIGH,P2_URGENT,SEC_059,VPJ,Vaiyampatti - Kalpattichatram Block,10.541765,78.303792,2.9,2,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003452,2024-03-31,2024-04-08,SIGNAL,Point Machine Issue,RB-SIG-003452,HIGH,P2_URGENT,SEC_063,KON,Kudalnagar - Madurai Junction Block,9.938595,78.106676,2.2,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003453,2024-03-31,2024-04-03,SIGNAL,Cable Fault,RB-SIG-003453,CRITICAL,P1_EMERGENCY,SEC_008,PV,Pallavaram - Chromepet Block,12.962253,80.148286,2.8,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003454,2024-03-17,2024-03-21,SIGNAL,Interlocking Fault,RB-SIG-003454,CRITICAL,P1_EMERGENCY,SEC_025,OLA,Olakur - Tindivanam Block,12.290755,79.707947,4.1,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003455,2024-12-11,2024-12-14,SIGNAL,Cable Fault,RB-SIG-003455,CRITICAL,P1_EMERGENCY,SEC_011,TBM,Tambaram - Perungalattur Block,12.910578,80.100984,3.2,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003456,2024-02-10,2024-02-11,SIGNAL,Track Circuit Failure,RB-SIG-003456,CRITICAL,P1_EMERGENCY,SEC_026,TMV,Tindivanam - Mailam Block,12.18505,79.619911,2.0,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003457,2024-03-12,2024-03-26,SIGNAL,Point Machine Issue,RB-SIG-003457,MEDIUM,P3_NORMAL,SEC_030,MYP,Mundiyampakkam - Viluppuram Junction Block,11.982706,79.508674,2.4,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003458,2024-08-29,2024-09-01,SIGNAL,Cable Fault,RB-SIG-003458,CRITICAL,P1_EMERGENCY,SEC_062,VDM,Vadamadurai - Kudalnagar Block,10.343873,78.103095,3.1,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003459,2024-05-08,2024-05-23,SIGNAL,Interlocking Fault,RB-SIG-003459,HIGH,P2_URGENT,SEC_010,TBMS,Tambaram Sanatorium - Tambaram Block,12.931512,80.124467,4.1,1,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003460,2024-11-25,2024-11-29,SIGNAL,Track Circuit Failure,RB-SIG-003460,CRITICAL,P1_EMERGENCY,SEC_009,CMP,Chromepet - Tambaram Sanatorium Block,12.939706,80.13259,1.8,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003461,2024-08-04,2024-08-09,SIGNAL,Point Machine Issue,RB-SIG-003461,HIGH,P2_URGENT,SEC_068,MVN,Milavittan - Tuticorin Block,8.809459,78.113935,2.3,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003462,2024-02-19,2024-02-22,SIGNAL,Point Machine Issue,RB-SIG-003462,CRITICAL,P1_EMERGENCY,SEC_005,PZA,Palavanthangal - Meenambakkam Block,12.986974,80.180017,2.5,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003463,2024-06-25,2024-06-27,SIGNAL,Cable Fault,RB-SIG-003463,CRITICAL,P1_EMERGENCY,SEC_016,CTM,Kattangulathur - Singaperumal Koil Block,12.794608,80.020146,2.6,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003464,2024-02-08,2024-02-20,SIGNAL,Track Circuit Failure,RB-SIG-003464,HIGH,P2_URGENT,SEC_002,MBM,Mambalam - Guindy Block,13.012649,80.21466,2.1,4,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003465,2024-06-05,2024-06-09,SIGNAL,Track Circuit Failure,RB-SIG-003465,CRITICAL,P1_EMERGENCY,SEC_018,CGL,Chengalpattu Junction - Ottivakkam Block,12.638015,79.976398,1.9,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003466,2024-11-27,2024-12-03,SIGNAL,Cable Fault,RB-SIG-003466,HIGH,P2_URGENT,SEC_037,PNDM,Pennadam - Ichchangadu Block,11.376178,79.219694,3.1,4,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003467,2024-06-24,2024-07-03,SIGNAL,Axle Counter Error,RB-SIG-003467,HIGH,P2_URGENT,SEC_049,VLDE,Valadi - Srirangam Block,10.871668,78.754305,1.9,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003468,2024-08-29,2024-09-07,SIGNAL,Track Circuit Failure,RB-SIG-003468,HIGH,P2_URGENT,SEC_009,CMP,Chromepet - Tambaram Sanatorium Block,12.944725,80.136039,2.3,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003469,2024-05-21,2024-05-23,SIGNAL,Track Circuit Failure,RB-SIG-003469,CRITICAL,P1_EMERGENCY,SEC_066,APK,Aruppukkottai - Tattapparai Block,9.473267,78.097008,2.3,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003470,2024-12-20,2024-12-21,SIGNAL,Interlocking Fault,RB-SIG-003470,CRITICAL,P1_EMERGENCY,SEC_030,MYP,Mundiyampakkam - Viluppuram Junction Block,11.951674,79.501466,3.9,1,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003471,2024-08-06,2024-08-11,SIGNAL,Axle Counter Error,RB-SIG-003471,CRITICAL,P1_EMERGENCY,SEC_055,PUG,Punggudi - Kolatur Block,10.73769,78.60418,2.0,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003472,2024-09-16,2024-09-29,SIGNAL,Axle Counter Error,RB-SIG-003472,HIGH,P2_URGENT,SEC_018,CGL,Chengalpattu Junction - Ottivakkam Block,12.643803,79.976827,1.9,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003473,2024-10-18,2024-10-31,SIGNAL,Axle Counter Error,RB-SIG-003473,MEDIUM,P3_NORMAL,SEC_040,SNDI,Sendurai - Ottakovil Block,11.24464,79.1494,2.1,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003474,2024-10-09,2024-10-10,SIGNAL,Point Machine Issue,RB-SIG-003474,CRITICAL,P1_EMERGENCY,SEC_038,ICG,Ichchangadu - Mathur Block,11.328871,79.20879,2.8,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003475,2024-12-10,2024-12-23,SIGNAL,Cable Fault,RB-SIG-003475,HIGH,P2_URGENT,SEC_013,VDR,Vandalur - Urappakkam Block,12.883547,80.080668,2.8,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003476,2024-06-17,2024-06-25,SIGNAL,Axle Counter Error,RB-SIG-003476,HIGH,P2_URGENT,SEC_026,TMV,Tindivanam - Mailam Block,12.223176,79.647241,1.8,1,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003477,2024-02-29,2024-03-20,SIGNAL,Track Circuit Failure,RB-SIG-003477,MEDIUM,P3_NORMAL,SEC_031,VM,Viluppuram Junction - Kandambakkam Block,11.937683,79.495107,2.2,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003478,2024-03-28,2024-04-02,SIGNAL,Cable Fault,RB-SIG-003478,CRITICAL,P1_EMERGENCY,SEC_055,PUG,Punggudi - Kolatur Block,10.708773,78.559932,3.2,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003479,2024-03-28,2024-04-03,SIGNAL,Point Machine Issue,RB-SIG-003479,HIGH,P2_URGENT,SEC_064,MDU,Madurai Junction - Tiruparankundram Block,9.884949,78.071678,2.5,4,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003480,2024-07-27,2024-08-03,SIGNAL,Interlocking Fault,RB-SIG-003480,HIGH,P2_URGENT,SEC_008,PV,Pallavaram - Chromepet Block,12.956476,80.1442,4.4,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003481,2024-02-01,2024-02-05,SIGNAL,Track Circuit Failure,RB-SIG-003481,CRITICAL,P1_EMERGENCY,SEC_031,VM,Viluppuram Junction - Kandambakkam Block,11.901623,79.45879,2.1,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003482,2024-05-11,2024-05-21,SIGNAL,Interlocking Fault,RB-SIG-003482,HIGH,P2_URGENT,SEC_014,UPM,Urappakkam - Guduvancheri Block,12.848047,80.059479,3.9,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003483,2024-09-24,2024-10-09,SIGNAL,Track Circuit Failure,RB-SIG-003483,HIGH,P2_URGENT,SEC_057,MPA,Manapparai - Chettiyapatti Block,10.583149,78.37957,2.0,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003484,2024-06-20,2024-06-25,SIGNAL,Interlocking Fault,RB-SIG-003484,CRITICAL,P1_EMERGENCY,SEC_016,CTM,Kattangulathur - Singaperumal Koil Block,12.802887,80.025051,4.0,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003485,2024-05-02,2024-05-06,SIGNAL,Axle Counter Error,RB-SIG-003485,CRITICAL,P1_EMERGENCY,SEC_030,MYP,Mundiyampakkam - Viluppuram Junction Block,11.983442,79.508845,1.9,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003486,2024-07-07,2024-07-13,SIGNAL,Point Machine Issue,RB-SIG-003486,HIGH,P2_URGENT,SEC_022,MLMR,Melmaruvattur - Tozhuppedu Block,12.413927,79.820988,2.5,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003487,2024-02-17,2024-03-02,SIGNAL,Point Machine Issue,RB-SIG-003487,HIGH,P2_URGENT,SEC_050,SRGM,Srirangam - Tiruchchirappalli Town Block,10.849129,78.698099,2.1,2,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003488,2024-01-10,2024-01-19,SIGNAL,Track Circuit Failure,RB-SIG-003488,HIGH,P2_URGENT,SEC_017,SKL,Singaperumal Koil - Chengalpattu Junction Block,12.741804,79.994825,1.9,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003489,2024-09-20,2024-10-02,SIGNAL,Cable Fault,RB-SIG-003489,HIGH,P2_URGENT,SEC_039,MTUR,Mathur - Sendurai Block,11.304495,79.197599,3.0,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003490,2024-08-10,2024-08-25,SIGNAL,Track Circuit Failure,RB-SIG-003490,HIGH,P2_URGENT,SEC_042,ALU,Ariyalur - Sillakkudi Block,11.123479,79.053334,2.1,1,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003491,2024-09-08,2024-09-14,SIGNAL,Track Circuit Failure,RB-SIG-003491,HIGH,P2_URGENT,SEC_023,TZD,Tozhuppedu - Karasangal Block,12.337701,79.753425,1.9,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003492,2024-05-11,2024-05-19,SIGNAL,Cable Fault,RB-SIG-003492,HIGH,P2_URGENT,SEC_064,MDU,Madurai Junction - Tiruparankundram Block,9.915848,78.106097,3.1,2,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003493,2024-03-22,2024-03-27,SIGNAL,Cable Fault,RB-SIG-003493,CRITICAL,P1_EMERGENCY,SEC_009,CMP,Chromepet - Tambaram Sanatorium Block,12.949099,80.139044,3.1,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003494,2024-10-24,2024-11-03,SIGNAL,Axle Counter Error,RB-SIG-003494,HIGH,P2_URGENT,SEC_008,PV,Pallavaram - Chromepet Block,12.961756,80.147934,2.4,3,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003495,2024-09-25,2024-09-27,SIGNAL,Interlocking Fault,RB-SIG-003495,CRITICAL,P1_EMERGENCY,SEC_064,MDU,Madurai Junction - Tiruparankundram Block,9.895331,78.083243,4.2,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003496,2024-01-21,2024-01-22,SIGNAL,Axle Counter Error,RB-SIG-003496,CRITICAL,P1_EMERGENCY,SEC_040,SNDI,Sendurai - Ottakovil Block,11.248619,79.156186,2.1,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003497,2024-12-19,2024-12-25,SIGNAL,Track Circuit Failure,RB-SIG-003497,HIGH,P2_URGENT,SEC_015,GI,Guduvancheri - Kattangulathur Block,12.82326,80.040474,2.0,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003498,2024-07-22,2024-08-03,SIGNAL,Interlocking Fault,RB-SIG-003498,HIGH,P2_URGENT,SEC_012,PRGL,Perungalattur - Vandalur Block,12.902924,80.093333,3.7,2,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003499,2024-04-17,2024-04-21,SIGNAL,Interlocking Fault,RB-SIG-003499,CRITICAL,P1_EMERGENCY,SEC_016,CTM,Kattangulathur - Singaperumal Koil Block,12.795367,80.020596,4.1,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003500,2024-05-11,2024-05-18,SIGNAL,Axle Counter Error,RB-SIG-003500,HIGH,P2_URGENT,SEC_028,PEI,Perani - Vikravandi Block,12.099107,79.551617,2.2,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003501,2024-07-19,2024-07-23,SIGNAL,Interlocking Fault,RB-SIG-003501,CRITICAL,P1_EMERGENCY,SEC_060,KFC,Kalpattichatram - Ayyalur Block,10.489241,78.166084,3.9,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003502,2024-02-04,2024-02-12,SIGNAL,Cable Fault,RB-SIG-003502,HIGH,P2_URGENT,SEC_028,PEI,Perani - Vikravandi Block,12.086531,79.549525,2.9,4,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003503,2024-01-30,2024-02-09,SIGNAL,Interlocking Fault,RB-SIG-003503,HIGH,P2_URGENT,SEC_024,KSGL,Karasangal - Olakur Block,12.316866,79.732752,4.0,1,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003504,2024-05-31,2024-06-12,SIGNAL,Track Circuit Failure,RB-SIG-003504,HIGH,P2_URGENT,SEC_003,GDY,Guindy - St. Thomas Mount Block,13.004873,80.208992,1.7,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003505,2024-12-15,2024-12-19,SIGNAL,Point Machine Issue,RB-SIG-003505,CRITICAL,P1_EMERGENCY,SEC_023,TZD,Tozhuppedu - Karasangal Block,12.338755,79.754483,2.3,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003506,2024-05-29,2024-06-10,SIGNAL,Cable Fault,RB-SIG-003506,HIGH,P2_URGENT,SEC_050,SRGM,Srirangam - Tiruchchirappalli Town Block,10.855128,78.696604,2.9,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003507,2024-11-10,2024-11-13,SIGNAL,Axle Counter Error,RB-SIG-003507,CRITICAL,P1_EMERGENCY,SEC_061,AYR,Ayyalur - Vadamadurai Block,10.461851,78.131267,1.4,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003508,2024-10-02,2024-10-03,SIGNAL,Interlocking Fault,RB-SIG-003508,CRITICAL,P1_EMERGENCY,SEC_003,GDY,Guindy - St. Thomas Mount Block,13.003884,80.208051,4.2,2,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003509,2024-11-06,2024-12-06,SIGNAL,Interlocking Fault,RB-SIG-003509,MEDIUM,P3_NORMAL,SEC_034,PVN,Pavunur - Vriddhachalam Junction Block,11.575284,79.316022,3.8,3,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003510,2024-02-25,2024-02-26,SIGNAL,Point Machine Issue,RB-SIG-003510,CRITICAL,P1_EMERGENCY,SEC_029,VVN,Vikravandi - Mundiyampakkam Block,12.038421,79.538315,2.4,1,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_003511,2024-12-31,2025-01-08,SIGNAL,Cable Fault,RB-SIG-003511,HIGH,P2_URGENT,SEC_045,KKPM,Kallakkudi Palanganatham - Pullampadi Block,10.955687,78.936573,2.8,1,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
